address,city,country,cuisines,features,id_outlet,lat,lon,menu,name,opening_hours,phone,postal_code,price_level,price_range,rating,region,reviews_nr,special_diets,street,tags,url,website
"G5-8, 12-17, Empire Centre, No.68 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong, China",,China,"Italian, European","Delivery, Buffet, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1100137-Reviews-Spasso_Italian_Bar_Restaurant-Hong_Kong.html,22.298082,114.178444,http://www.divinogroup.com/restaurants/spasso/about-us/,Spasso Italian Bar & Restaurant,"Sun
11:30 AM - 2:00 AM
Mon - Thu
12:00 PM - 2:00 AM
Fri - Sat
12:00 PM - 2:30 AM",+852 2730 8027,,$$ - $$$,£15 - £35,4.0,,763.0,,"G5-8, 12-17, Empire Centre, No.68 Mody Road, Tsim Sha Tsui East, Kowloon",All reviews ; brunch ; pizza ; minestrone soup ; parma ham ; osso bucco ; calamari ; antipasti ; seafood ; steak ; chef marco ; italian food ; italian manager ; harbour view ; victoria harbour ; hk island ; tsim sha tsui ; wine list ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1100137-Reviews-Spasso_Italian_Bar_Restaurant-Hong_Kong.html,http://www.spassoristorante-bar.com.hk/?utm_source=tripadvisori&utm_medium=referral
"98 Wellington Street. Central, Hong Kong, China",,China,"Chinese, Asian, Soups",,https://www.tripadvisor.com/Restaurant_Review-g294217-d1094369-Reviews-Tsim_Chai_Kee_Noodle_Wellington_Street-Hong_Kong.html,,,,Tsim Chai Kee Noodle Wellington Street,"Sun - Sat
11:00 AM - 9:30 PM",+852 2850 6471,,$,£4 - £8,4.0,,762.0,,98 Wellington Street. Central,All reviews ; fish balls ; wonton noodles ; fishballs ; beef ; king prawns ; chilli ; soups ; oyster sauce ; al dente ; big bowl ; great noodles ; mid level ; soup base ; limited menu ; michelin star ; fast service ; comfort food ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1094369-Reviews-Tsim_Chai_Kee_Noodle_Wellington_Street-Hong_Kong.html,http://tsimchaikee.top-cafes.com/?utm_source=tripadvisori&utm_medium=referral
"15-19 Wellington St, Central, Hong Kong, China",,China,"Chinese, Asian","Delivery, Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d798374-Reviews-Tsui_Wah_Restaurant-Hong_Kong.html,22.281681,114.155602,,Tsui Wah Restaurant,"Tue - Sun
12:00 AM - 11:59 PM",+852 2525 6338,,$$ - $$$,,3.5,,760.0,,"15-19 Wellington St, Central",All reviews ; noodles ; fish balls ; soup ; pineapple bun ; brisket ; french toast ; macaroni ; condensed milk ; wellington street ; hong kong style ; restaurant chain ; an extensive menu ; decent food ; fast service ; chinese food ; hk ; branch ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d798374-Reviews-Tsui_Wah_Restaurant-Hong_Kong.html,http://tsuiwahrestaurant.com/?utm_source=tripadvisori&utm_medium=referral
"77 Wyndham Street, Hong Kong, China",,China,"Indian, Asian","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Buffet",https://www.tripadvisor.com/Restaurant_Review-g294217-d799250-Reviews-Bombay_Dreams-Hong_Kong.html,,,http://www.diningconcepts.com/restaurants/Bombay-Dreams,Bombay Dreams,"Sun - Sat
12:00 PM - 3:00 PM
6:00 PM - 11:00 PM",+852 2971 0001,,$$ - $$$,,4.5,,743.0,,77 Wyndham Street,All reviews ; palak paneer ; rogan josh ; curry ; naan bread ; lamb ; mango ; salad ; best indian ; indian food ; wyndham street ; indian restaurant in hong kong ; many indian restaurants ; lunch buffet is ; visited this restaurant ; hk ; floor ; veg ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d799250-Reviews-Bombay_Dreams-Hong_Kong.html,http://www.diningconcepts.com/restaurants/Bombay-Ddreams?utm_source=tripadvisori&utm_medium=referral
"Shop 2075, 2/F, IFC, 8 Finance Street, Central District | Shop 2075, Podium 2, ifc mall, Hong Kong, China",,China,"Italian, European","Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d786786-Reviews-Isola_Bar_Grill-Hong_Kong.html,22.285963,114.158478,https://gaiagroup.com.hk/wp-content/uploads/2018/06/ISOLA-A-LA-CARTE-MENU-2018-.pdf,Isola Bar & Grill,"Sun - Sat
11:30 AM - 11:00 PM",+852 2383 8765,,$$$$,£19 - £78,4.0,,739.0,,"Shop 2075, 2/F, IFC, 8 Finance Street, Central District Shop 2075, Podium 2, ifc mall",All reviews ; brunch ; pizza ; antipasti ; salad ; tiramisu ; risotto ; cold cuts ; seafood ; sea bass ; steak ; truffle ; prawns ; ifc mall ; italian food ; dessert buffet ; business lunch ; main course ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d786786-Reviews-Isola_Bar_Grill-Hong_Kong.html,http://www.gaiagroup.com.hk/?utm_source=tripadvisori&utm_medium=referral
"5 Connaught Road Central | 5 Connaught Road Central, Hong Kong 000000, China",,China,European,"Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Reservations, Private Dining, Parking Available, Valet Parking, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d941989-Reviews-Mandarin_Grill_Bar_at_Mandarin_Oriental_Hong_Kong-Hong_Kong.html,,,,"Mandarin Grill + Bar at Mandarin Oriental, Hong Kong","Sun
12:00 PM - 2:30 PM
Sun - Sat
6:30 PM - 10:00 PM
Mon - Fri
7:30 AM - 2:30 PM",+852 2825 4004,000000,$$$$,,4.5,,731.0,,5 Connaught Road Central 5 Connaught Road Central,All reviews ; dover sole ; roast beef ; amuse bouche ; prime rib ; petit fours ; oysters ; souffle ; foie gras ; sea bass ; bread ; salad ; chef simon ; for special occasions ; fine dining ; olive oil ; wonderful dinner ; an institution ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d941989-Reviews-Mandarin_Grill_Bar_at_Mandarin_Oriental_Hong_Kong-Hong_Kong.html,https://Hwww.mandarinoriental.com/hong-kong/victoria-harbour/fine-dining/restaurants/european-cuisine/mandarin-grill-and-bar?htl=MOHKAG0&kw=MOHKAG|_grill&eng=yexrt&src=local&utm_source=tripadvisori&utm_medium=referral
"Jordan road, Hong Kong, China",,China,,"Takeout, Seating",https://www.tripadvisor.com/Restaurant_Review-g294217-d1196158-Reviews-Hui_Lau_Shan-Hong_Kong.html,22.294531,114.169228,,Hui Lau Shan,,+852 2377 9766,,$$ - $$$,,4.0,,719.0,,Jordan road,All reviews ; mango ; sago ; bird nest ; dessert shop ; dessert place ; tsim tsa tsui ; outlets ; jelly ; hk ; chewy ; desert ; usd ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1196158-Reviews-Hui_Lau_Shan-Hong_Kong.html,https://Hwww.hkhls.com/?utm_source=tripadvisori&utm_medium=referral
"405 Lockhart Road, Wan Chai, Hong Kong, China",,China,"Chinese, Seafood, Asian","Takeout, Private Dining, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1089734-Reviews-Under_the_Bridge_Spicy_Crab-Hong_Kong.html,22.279856,114.180756,,Under the Bridge Spicy Crab,"Sun - Sat
12:00 PM - 6:00 AM",+852 2573 7698,,$$ - $$$,£31 - £49,3.5,,708.0,,"405 Lockhart Road, Wan Chai",All reviews ; spicy crab ; clams ; seafood ; rice ; fries ; roast goose ; typhoon shelter ; typical chinese restaurant ; their signature dish ; causeway bay ; garlic ; hk ; spiciness ; medium ; canto ; napkins ; seasoning ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1089734-Reviews-Under_the_Bridge_Spicy_Crab-Hong_Kong.html,http://www.underspicycrab.com/chi/indexr.php?utm_source=tripadvisori&utm_medium=referral
"2nd Floor, Grand Progress Building,15-16 Lan Kwai Fong, Hong Kong, China",,China,"Italian, Steakhouse","Takeout, Reservations, Private Dining, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d2276403-Reviews-Bistecca_Italian_Steak_House-Hong_Kong.html,,,,Bistecca Italian Steak House,"Sun - Sat
12:00 PM - 3:00 PM
6:00 PM - 11:00 PM",+852 2525 1308,,$$ - $$$,,4.5,,697.0,,"2nd Floor, Grand Progress Building,15-16 Lan Kwai Fong",All reviews ; bistecca ; steak ; delmonico ; t bone ; fondue ; antipasti buffet ; pasta ; creamed spinach ; cheesecake ; french fries ; foie gras ; bread ; oysters ; chicago style ; lan kwai fong ; cooked to perfection ; the rib eye ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2276403-Reviews-Bistecca_Italian_Steak_House-Hong_Kong.html,http://www.diningconcepts.com/restaurants/Bistecca?utm_source=tripadvisori&utm_medium=referral
"No.24-26 Stanley Street, Central, Hong Kong, China",,China,"Chinese, Asian","Takeout, Reservations, Private Dining, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1546043-Reviews-Luk_Yu_Tea_House-Hong_Kong.html,22.282282000000002,114.155495,,Luk Yu Tea House,"Sun - Sat
7:00 AM - 9:00 PM",+852 2523 5464,,$$ - $$$,,3.5,,693.0,,"No.24-26 Stanley Street, Central",All reviews ; traditional dim sum ; pork liver ; prawn dumplings ; siu mai ; egg tarts ; yum cha ; an institution ; central district ; hong kong style ; chinese food ; lung ; michelin ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1546043-Reviews-Luk_Yu_Tea_House-Hong_Kong.html,http://www.lukyuteahouse.com/?utm_source=tripadvisori&utm_medium=referral
"3/F, Star House, Tsimshatsui, Kowloon, Hong Kong, China",,China,,,https://www.tripadvisor.com/Restaurant_Review-g294217-d2017430-Reviews-Peking_Garden_Tsim_Sha_Tsui-Hong_Kong.html,22.294245,114.16934199999999,,Peking Garden (Tsim Sha Tsui),"Sun - Sat
5:30 PM - 11:00 PM
Mon - Fri
11:30 AM - 3:00 PM
Sat - Sun
11:00 AM - 3:00 PM",+852 2735 8211,,$$ - $$$,£78 - £391,4.0,,691.0,,"3/F, Star House, Tsimshatsui, Kowloon",All reviews ; peking duck ; beggars chicken ; noodles ; pancakes ; soup ; abalone ; dim sum ; beef ; fries ; star house ; noodle making ; the star ferry terminal ; light show ; spring onion ; harbour view ; victoria harbour ; great dinner ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2017430-Reviews-Peking_Garden_Tsim_Sha_Tsui-Hong_Kong.html,http://www.pekinggarden.com.hk/?utm_source=tripadvisori&utm_medium=referral
"18 Salisbury Road, Tsim Sha Tsui | InterContinental Hong Kong,, Hong Kong, China",,China,"Chinese, Asian","Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Cash Only, Reservations, Private Dining, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d927163-Reviews-Yan_Toh_Heen_InterContinental_Hong_Kong-Hong_Kong.html,,,https://hongkong-ic.intercontinental.com/en/dining/yan-toh-heen/,Yan Toh Heen (InterContinental Hong Kong),"Sun
11:30 AM - 3:00 PM
Sun - Sat
6:00 PM - 11:00 PM
Mon - Sat
12:00 PM - 2:30 PM",+852 2313 2323,,$$$$,£71 - £236,4.5,,678.0,,"18 Salisbury Road, Tsim Sha Tsui InterContinental Hong Kong,",All reviews ; peking duck ; dim sum ; baked crab ; scallops ; tasting menu ; pancakes ; fried rice ; abalone ; chicken ; seafood ; mango ; fries ; intercontinental hotel ; tea sommelier ; chinese restaurant ; lettuce leaves ; star michelin restaurant ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d927163-Reviews-Yan_Toh_Heen_InterContinental_Hong_Kong-Hong_Kong.html,http://hongkong-ic.intercontinental.com/en/dining/yan-toh-heen/?utm_source=tripadvisori&utm_medium=referral
"Level 21, The ONE, No.100 Nathan Road, Tsim Sha Tsui, Kowloon, Hong Kong, China",,China,"Steakhouse, European, Australian","Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1955748-Reviews-Wooloomooloo_Prime_Tsim_Sha_Tsui-Hong_Kong.html,22.299754999999998,114.17229499999999,,Wooloomooloo Prime (Tsim Sha Tsui),,+852 2870 0087,,$$$$,£55 - £78,4.0,,671.0,,"Level 21, The ONE, No.100 Nathan Road, Tsim Sha Tsui, Kowloon",All reviews ; steak ; lobster bisque ; beef wellington ; foie gras ; bread ; fries ; light show ; incredible views ; side dishes ; the hong kong skyline ; the rib eye ; nathan road ; shopping centre ; victoria harbor ; special occasion ; wine list ; woolloomooloo ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1955748-Reviews-Wooloomooloo_Prime_Tsim_Sha_Tsui-Hong_Kong.html,http://www.wooloo-mooloo.com/hk/wooloomooloo-prime-tst.aspxr?utm_source=tripadvisori&utm_medium=referral
"1 Austin Road West,Kowloon | 6/F, W Hong Kong, Hong Kong, China",,China,"European, Asian, International","Buffet, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Validated Parking, Highchairs Available, Full Bar, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1799916-Reviews-Kitchen_W_Hotel_Hong_Kong-Hong_Kong.html,22.304792000000003,114.160248,,Kitchen (W Hotel Hong Kong),"Sun - Sat
6:00 AM - 11:00 PM",+852 3717 2299,,$$ - $$$,£25 - £80,4.5,,666.0,,"1 Austin Road West,Kowloon 6/F, W Hong Kong",All reviews ; brunch ; oysters ; sushi ; crab legs ; salad ; cold cuts ; foie gras ; cake ; dim sum ; soups ; eggs benedict ; steak ; ice cream ; noodles ; chicken ; free flow champagne ; seafood station ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1799916-Reviews-Kitchen_W_Hotel_Hong_Kong-Hong_Kong.html,http://www.w-hongkong.com/?utm_source=tripadvisori&utm_medium=referral
"26-28 Man Wui St, Jordan, Kowloon | Austin Station Exit A, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d2437900-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Jordan-Hong_Kong.html,22.307033999999998,114.165977,,DimDimSum Dim Sum Specialty Store (Jordan),"Sun - Sat
10:00 AM - 1:00 AM",+852 2771 7766,,$,£8 - £16,4.0,,662.0,,"26-28 Man Wui St, Jordan, Kowloon Austin Station Exit A",All reviews ; dim sum ; pineapple bun ; shrimp ; siu mai ; dumplings ; porridge ; seafood ; rice ; pork ; truffle ; piggy custard ; austin station ; english menu ; fast service ; place to eat ; dining experience ; tasty food ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2437900-Reviews-DimDimSum_Dim_Sum_Specialty_Store_Jordan-Hong_Kong.html,http://www.dimdimsum.hk/?utm_source=tripadvisori&utm_medium=referral
"2/F, Soundwill Plaza II- Midtown, No.1 Tang Lung Street, Causeway Bay, Hong Kong, China",,China,"Italian, European",,https://www.tripadvisor.com/Restaurant_Review-g294217-d6951944-Reviews-Jamie_s_Italian-Hong_Kong.html,22.278912,114.18189199999999,,Jamie's Italian,"Sun - Sat
12:00 PM - 11:00 PM",+852 3958 2222,,$$ - $$$,,3.5,,660.0,,"2/F, Soundwill Plaza II- Midtown, No.1 Tang Lung Street, Causeway Bay",,https://www.tripadvisor.com/Restaurant_Review-g294217-d6951944-Reviews-Jamie_s_Italian-Hong_Kong.html,http://www.jamieoliver.com/italian/hongkong?utm_source=tripadvisori&utm_medium=referral
"2-3/F, No.46-50 Des Voeux Road West, Sheung Wan, Hong Kong, China",,China,"Chinese, Asian","Takeout, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d2017661-Reviews-Lin_Heung_Kui-Hong_Kong.html,22.287670000000002,114.147095,,Lin Heung Kui,"Sun - Sat
8:00 AM - 9:30 PM",+852 2156 9328,,$$ - $$$,,4.0,,656.0,,"2-3/F, No.46-50 Des Voeux Road West, Sheung Wan",All reviews ; dim sum ; har gau ; liver ; sticky rice ; intestines ; cake ; authentic place ; hot water ; popular with locals ; english menu ; local friends ; chinese restaurant ; carts ; dimsum ; cantonese ; chit ; hk ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2017661-Reviews-Lin_Heung_Kui-Hong_Kong.html,http://www.linheung.com.hk/lin_heung_kui/?utm_source=tripadvisori&utm_medium=referral
"16-20 Chater Road | Shop B1, Basement 1, Alexandra House, Hong Kong, China",,China,Chinese,"Reservations, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d938999-Reviews-Peking_Garden_Restaurant_Alexandra_House-Hong_Kong.html,,,,Peking Garden Restaurant (Alexandra House),"Sun - Sat
11:30 AM - 3:00 PM
6:00 PM - 11:30 PM",+852 2526 6456,,$$$$,£20 - £78,4.0,,653.0,,"16-20 Chater Road Shop B1, Basement 1, Alexandra House",All reviews ; peking duck ; pancakes ; noodles ; hot and sour soup ; chicken ; scallops ; pastry ; dim sum ; fries ; noodle making ; pacific place ; chinese food ; crispy skin ; business lunch ; dishes ; hk ; dough ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d938999-Reviews-Peking_Garden_Restaurant_Alexandra_House-Hong_Kong.html,http://www.pekinggarden.com.hk/?utm_source=tripadvisori&utm_medium=referral
"1st Floor, Carfield Building, 77 Wyndham Street,Central, Hong Kong, China",,China,"Steakhouse, Latin, Argentinean","Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d2433070-Reviews-Tango_Argentinian_Steak_House-Hong_Kong.html,22.281666,114.154541,,Tango Argentinian Steak House,"Sun - Thu
6:00 PM - 10:30 PM
Sun - Sat
12:00 PM - 2:30 PM
Fri - Sat
6:00 PM - 11:00 PM",+852 2525 5808,,$$ - $$$,,4.5,,649.0,,"1st Floor, Carfield Building, 77 Wyndham Street,Central",All reviews ; empanadas ; steak ; morcilla ; provoleta ; blood sausage ; chorizo ; t bone ; sweetbreads ; french fries ; salad ; side dishes ; cooked medium rare ; wine list ; nice atmosphere ; friday night ; set lunch ; malbec ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d2433070-Reviews-Tango_Argentinian_Steak_House-Hong_Kong.html,http://www.diningconcepts.com.hk/?utm_source=tripadvisori&utm_medium=referral
"5 Connaught Road Central | 5 Connaught Road Central, Hong Kong 000000, China",,China,"Chinese, Asian","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Valet Parking",https://www.tripadvisor.com/Restaurant_Review-g294217-d1792423-Reviews-Man_Wah-Hong_Kong.html,22.281319,114.160294,,Man Wah,"Sun - Sat
6:30 PM - 10:00 PM
Mon - Fri
12:00 PM - 2:30 PM
Sat - Sun
11:30 AM - 3:00 PM",+852 2825 4003,000000,$$$$,,4.5,,647.0,,5 Connaught Road Central 5 Connaught Road Central,All reviews ; peking duck ; dim sum ; crispy chicken ; petit fours ; abalone ; tasting menu ; pancakes ; pastry ; char siu ; cod fish ; roast goose ; soup ; the mandarin oriental hotel ; manager andy ; cantonese cuisine ; service was impeccable ; victoria harbour ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1792423-Reviews-Man_Wah-Hong_Kong.html,http://mandarinoriental.com/?utm_source=tripadvisori&utm_medium=referral
"18 Salisbury Road, Tsim Sha Tsui | InterContinental Hong Kong, Hong Kong, China",,China,"Bar, Healthy, International",,https://www.tripadvisor.com/Restaurant_Review-g294217-d1482758-Reviews-Lobby_Lounge_InterContinental_Hong_Kong-Hong_Kong.html,22.293318,114.174049,https://hongkong-ic.intercontinental.com/en/dining/lobby-lounge/,Lobby Lounge (InterContinental Hong Kong),"Sun - Sat
7:00 AM - 12:30 AM",+852 2313 2323,,$$$$,£39 - £236,4.5,,637.0,,"18 Salisbury Road, Tsim Sha Tsui InterContinental Hong Kong",All reviews ; sandwich ; pastry ; pizza ; light show ; high tea ; victoria harbour ; tea set ; skyline ; symphony ; presentation ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1482758-Reviews-Lobby_Lounge_InterContinental_Hong_Kong-Hong_Kong.html,http://www.hongkong-ic.intercontinental.com/dining/lobby_lounge.php?utm_source=tripadvisori&utm_medium=referral
"51 Parkes Street, Yaumatei, Hong Kong, China",,China,"Chinese, Asian",,https://www.tripadvisor.com/Restaurant_Review-g294217-d800834-Reviews-Mak_Man_Kee_Noodle_Shop-Hong_Kong.html,,,,Mak Man Kee Noodle Shop,"Sun - Sat
12:00 PM - 12:30 AM",+852 2736 5561,,$,£4 - £8,4.0,,637.0,,"51 Parkes Street, Yaumatei",All reviews ; wanton noodles ; beef brisket ; shrimp ; soup ; won ton ; kai lan ; small bowl ; jordan mtr station ; noodle place ; english menu ; cooked just right ; stringy ; taste ; hk ; tendon ; texture ; veggies ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d800834-Reviews-Mak_Man_Kee_Noodle_Shop-Hong_Kong.html,http://www.mmk.hk/?utm_source=tripadvisori&utm_medium=referral
"6/F, Cordis, Hong Kong at Langham Place | 555 Shanghai Street, Mongkok, Kowloon, Hong Kong, China",,China,"Chinese, Asian","Reservations, Private Dining, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d1094822-Reviews-Ming_Court_Cordis_Hong_Kong-Hong_Kong.html,22.318079,114.16826599999999,http://www.cordishotels.com/sc/hong-kong/restaurants-and-bars/ming-court/,"Ming Court (Cordis, Hong Kong)","Sun
10:30 AM - 3:00 PM
Sun - Sat
6:00 PM - 10:30 PM
Mon - Fri
11:00 AM - 2:30 PM
Sat
11:00 AM - 3:00 PM",+852 3552 3028,,$$$$,,4.0,,625.0,,"6/F, Cordis, Hong Kong at Langham Place 555 Shanghai Street, Mongkok, Kowloon",All reviews ; fried rice ; dim sum ; degustation menu ; wagyu beef ; foie gras ; mango roll ; suckling pig ; sweet and sour pork ; prawns ; abalone ; char siew ; crab ; fries ; seafood ; dry ice ; a michelin star restaurant ; award winning dishes ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1094822-Reviews-Ming_Court_Cordis_Hong_Kong-Hong_Kong.html,http://www.cordishotels0.com/sc/hong-kong/restaurants-and-bars/ming-court/?utm_source=tripadvisori&utm_medium=referral
"62 Johnston Road, Wan Chai, Hong Kong, China",,China,"Bar, European, International","Reservations, Outdoor Seating, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service, Digital Payments",https://www.tripadvisor.com/Restaurant_Review-g294217-d1098376-Reviews-The_Pawn-Hong_Kong.html,22.276697,114.171799,,The Pawn,"Sun
11:30 AM - 1:00 AM
Mon - Thu
12:00 PM - 1:00 AM
Fri - Sat
12:00 PM - 2:00 AM",+852 2866 3444,,$$ - $$$,£25 - £50,4.0,,618.0,,"62 Johnston Road, Wan Chai",All reviews ; brunch ; fish pie ; short ribs ; salad ; beef ; tom aikens ; johnston road ; free flow ; set lunch ; set menu ; hk ; floor ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1098376-Reviews-The_Pawn-Hong_Kong.html,http://thepawn.com.hk/?utm_source=tripadvisori&utm_medium=referral
"18 Salisbury Road | InterContinental HongKong, Hong Kong, China",,China,"Seafood, Healthy, International","Free Wifi, Reservations, Buffet, Seating, Parking Available, Validated Parking, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d793034-Reviews-Harbourside_Restaurant-Hong_Kong.html,22.293344,114.17363700000001,https://hongkong-ic.intercontinental.com/en/dining/harbourside/,Harbourside Restaurant,"Sun - Sat
6:00 AM - 12:00 AM",+852 2313 2323,,$$$$,£16 - £79,4.5,,601.0,,18 Salisbury Road InterContinental HongKong,All reviews ; brunch ; lobster ; sushi ; shellfish ; foie gras ; roast beef ; tempura ; pasta ; bread ; ice cream ; dim sum ; intercontinental hotel ; intercontinental hong kong ; perrier jouet ; egg station ; victoria harbour ; hot dishes ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d793034-Reviews-Harbourside_Restaurant-Hong_Kong.html,http://www.hongkong-ic.intercontinental.com/dining/harbourside.php?utm_source=tripadvisori&utm_medium=referral
"No.77 Peking Road | Tsim Sha Tsui, Hong Kong, China",,China,"Irish, Bar, European, British, Pub","Takeout, Reservations, Seating, Television, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music",https://www.tripadvisor.com/Restaurant_Review-g294217-d1952785-Reviews-Delaney_s_Kowloon_Irish_Bar-Hong_Kong.html,,,,Delaney's Kowloon Irish Bar,"Sun - Thu
8:00 AM - 1:00 AM
Fri - Sat
8:00 AM - 2:00 AM",+852 2301 3980,,$$ - $$$,£6 - £30,4.0,,576.0,,No.77 Peking Road Tsim Sha Tsui,All reviews ; fish and chips ; shepherds pie ; sunday roast ; mash ; burger ; beef ; irish pub ; great pub ; nathan road ; nathan rd ; taste of home ; ex pats ; mainland china ; on tap ; trip to hong kong ; wan chai ; delaneys ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d1952785-Reviews-Delaney_s_Kowloon_Irish_Bar-Hong_Kong.html,http://www.delaneys.com.hk/?utm_source=tripadvisori&utm_medium=referral
"No.22 Ship Street, Wan Chai, Hong Kong, China",,China,"European, Spanish, Contemporary","Seating, Serves Alcohol, Full Bar, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g294217-d3602180-Reviews-22_Ships-Hong_Kong.html,,,,22 Ships,"Sun
12:00 PM - 2:30 PM
6:00 PM - 10:00 PM
Mon - Sat
12:00 PM - 3:00 PM
6:00 PM - 11:00 PM",+852 2555 0722,,$$ - $$$,£24 - £55,4.5,,572.0,,"No.22 Ship Street, Wan Chai",All reviews ; tapas ; jamon ; bone marrow ; walnut pesto ; paella ; padron peppers ; suckling pig ; ham ; octopus ; sliders ; sea bass ; burger ; pork ; bread ; chilli ; wan chai ; open kitchen ; ,https://www.tripadvisor.com/Restaurant_Review-g294217-d3602180-Reviews-22_Ships-Hong_Kong.html,http://www.22ships.hk/?utm_source=tripadvisori&utm_medium=referral
